antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
frozenset({'Green Onions'}),frozenset({'Banana'}),0.008392101551480959,0.1486903082812815,0.0021358049566794278,0.2545018007202881,1.711623330814811,1.0,0.0008879807898619033,1.1419339343022425,0.419277930526426,0.013784135240572171,0.12429259700471944,0.13443295876518505
frozenset({'Organic Lemon'}),frozenset({'Organic Hass Avocado'}),0.02755389885150111,0.0659983880717308,0.006981664315937941,0.25338208409506396,3.8392162520647304,1.0,0.005163151406647353,1.250976693743299,0.7604844837168069,0.08064703828697778,0.20062459596453472,0.17958373018674736
frozenset({'Bunched Cilantro'}),frozenset({'Banana'}),0.014255490630666934,0.1486903082812815,0.0035966149506346965,0.25229681978798585,1.69679397873538,1.0,0.0014769616540599101,1.1385663646332576,0.4165919830040452,0.02257065183030916,0.12170249265873155,0.13824272522701006
frozenset({'Organic Kiwi'}),frozenset({'Organic Strawberries'}),0.015424138625831151,0.08198670159177916,0.0038787023977433005,0.2514696276943174,3.0672002021304925,1.0,0.0026141281469170474,1.2264209073848045,0.6845280209665399,0.041469194312796206,0.18461924941219404,0.14938927440257774
frozenset({'Orange Bell Pepper'}),frozenset({'Banana'}),0.011605883538182551,0.1486903082812815,0.002901470884545638,0.25,1.681346974727285,1.0,0.0011757884833766242,1.1350795889582914,0.40999714600236464,0.01843435959802855,0.1190045088223808,0.13475675858798022
"frozenset({'Organic Baby Spinach', 'Organic Hass Avocado'})",frozenset({'Organic Strawberries'}),0.010457384646383235,0.08198670159177916,0.002599234334072134,0.2485549132947977,3.031649139056478,1.0,0.0017418678596386585,1.2216638509586324,0.6772285657596722,0.02893025342004934,0.18144422525451176,0.14012901722739393
frozenset({'Total 0% Nonfat Greek Yogurt'}),frozenset({'Banana'}),0.008392101551480959,0.1486903082812815,0.0020854321982671773,0.24849939975990398,1.671254856031443,1.0,0.0008376080314496529,1.1328130562327356,0.40504640409093995,0.013454663633409166,0.11724181276160127,0.13126237011506278
frozenset({'Sparkling Lemon Water'}),frozenset({'Lime Sparkling Water'}),0.010044328027402781,0.013993552286923231,0.0024884142655651822,0.24774322968906717,17.704098616945146,1.0,0.002347858436126713,1.3107312378265832,0.9530890433221824,0.11547452080411406,0.23706708809490867,0.21278450181357605
frozenset({'Organic Whole String Cheese'}),frozenset({'Organic Strawberries'}),0.01859762240580294,0.08198670159177916,0.00460407011887971,0.24756229685807152,3.0195420970916906,1.0,0.0030793124003785583,1.2200522310018544,0.6814982043972221,0.047968930408313216,0.18036295939654723,0.15185930030910458
frozenset({'Organic Roasted Turkey Breast'}),frozenset({'Bag of Organic Bananas'}),0.008905903687285915,0.11955470481563571,0.0021962522667741285,0.24660633484162897,2.0627070697210828,1.0,0.0011315095803241793,1.168639100514982,0.5198297414227234,0.01739407962977739,0.1443038320732792,0.13248830266982434
frozenset({'Organic Whole String Cheese'}),frozenset({'Banana'}),0.01859762240580294,0.1486903082812815,0.00456377191214991,0.24539544962080176,1.6503795873271077,1.0,0.0017984857033322026,1.128153403383169,0.40154659993072067,0.028046062407132248,0.11359572465841566,0.1380442930060781
frozenset({'Whole Milk'}),frozenset({'Banana'}),0.01154543622808785,0.1486903082812815,0.0028107999194035864,0.24345549738219893,1.6373326560171464,1.0,0.0010941054474073281,1.125260561372147,0.3937971212333425,0.017854857289133493,0.11131693909133697,0.1311796085732053
"frozenset({'Banana', 'Limes'})",frozenset({'Large Lemon'}),0.009742091476929277,0.047350392907515616,0.002367519645375781,0.24301964839710444,5.132368148914167,1.0,0.0019062277862022204,1.258486571118077,0.8130792630197471,0.043262150220913106,0.2053947789752177,0.1465098241985522
frozenset({'Large Alfresco Eggs'}),frozenset({'Bag of Organic Bananas'}),0.01233125125931896,0.11955470481563571,0.002992141849687689,0.2426470588235294,2.0295902130971206,1.0,0.0015178827453723746,1.1625297101463452,0.5136233195721547,0.02321400656557761,0.13980693028988053,0.13383722284734237
frozenset({'Organic Whole Strawberries'}),frozenset({'Organic Baby Spinach'}),0.010044328027402781,0.07532742292967963,0.0024279669554704815,0.2417251755265797,3.2089930350098035,1.0,0.0016713536101058775,1.2194425388083456,0.6953601907456165,0.029272440179764363,0.17995316041934023,0.1369786771039345
frozenset({'Organic Whole String Cheese'}),frozenset({'Bag of Organic Bananas'}),0.01859762240580294,0.11955470481563571,0.004493250050372759,0.24160346695557966,2.0208612227193763,1.0,0.0022698167933743354,1.1609300106502405,0.514734302608045,0.033617245797844274,0.13862163022222415,0.13959334045512192
frozenset({'Organic Tomato Cluster'}),frozenset({'Bag of Organic Bananas'}),0.02014910336490026,0.11955470481563571,0.004866008462623413,0.24150000000000002,2.019995786635207,1.0,0.0024570883575330306,1.1607716482325172,0.5153329595300468,0.036087866108786615,0.1385041136017759,0.1411005519507879
frozenset({'Organic Granny Smith Apple'}),frozenset({'Bag of Organic Bananas'}),0.018134193028410236,0.11955470481563571,0.004352206326818457,0.24000000000000002,2.007449228954243,1.0,0.002184178232237112,1.158480651558374,0.511124221903003,0.03264072534945221,0.13680043024040828,0.13820173590629478
frozenset({'Organic Blackberries'}),frozenset({'Banana'}),0.019292766471892,0.1486903082812815,0.0046242192222446105,0.23968668407310706,1.6119859245949322,1.0,0.0017555718279402173,1.1196827332701553,0.3871157219829166,0.02830712303422757,0.10688986238147011,0.135393176036147
frozenset({'Organic Red Bell Pepper'}),frozenset({'Bag of Organic Bananas'}),0.018043522063268185,0.11955470481563571,0.004301833568406206,0.23841429369067563,1.9941857918375716,1.0,0.002144645614297768,1.156068565744279,0.5077029595646613,0.032272692918146786,0.13499940260360055,0.1371982145119764
frozenset({'Organic Carrot Bunch'}),frozenset({'Bag of Organic Bananas'}),0.01073947209349184,0.11955470481563571,0.0025589361273423332,0.23827392120075047,1.9930116641431272,1.0,0.001274981711329159,1.1558555229883405,0.5036557872981318,0.02003312564082341,0.1348399690866144,0.12983890717490965
frozenset({'Organic Raspberries'}),frozenset({'Organic Strawberries'}),0.04269595003022365,0.08198670159177916,0.010114849889179931,0.23690420009438415,2.8895442247933856,1.0,0.00661434977487447,1.203011861055671,0.6830898292288949,0.088287020752726,0.16875300038814525,0.18013801796314194
frozenset({'Organic Roma Tomato'}),frozenset({'Bag of Organic Bananas'}),0.009359258512996172,0.11955470481563571,0.002216401370139029,0.23681377825618946,1.9807984856922023,1.0,0.001097457981324546,1.1536441173854364,0.49983113620877895,0.017493638676844784,0.1331815549267031,0.12767629167296707
frozenset({'Organic Unsweetened Almond Milk'}),frozenset({'Bag of Organic Bananas'}),0.01706629055007052,0.11955470481563571,0.004039895224662502,0.2367178276269185,1.9799959189557539,1.0,0.0019995398956509478,1.153499095160335,0.5035420488812407,0.030471124620060783,0.133072575266302,0.13525450663388563
frozenset({'Organic Large Brown Grade AA Cage Free Eggs'}),frozenset({'Bag of Organic Bananas'}),0.01078984485190409,0.11955470481563571,0.002548861575659883,0.23622782446311855,1.9758973503167732,1.0,0.0012588848593839829,1.1527590600763498,0.4992880754254006,0.01994481671265274,0.13251603510817966,0.12877372515816246
frozenset({'Organic Sticks Low Moisture Part Skim Mozzarella String Cheese'}),frozenset({'Bag of Organic Bananas'}),0.010427160991335886,0.11955470481563571,0.0024481160588353816,0.23478260869565215,1.9638090283248024,1.0,0.0012014999044511084,1.1505819198432032,0.49595693937765706,0.019195829054427675,0.13087457507043393,0.1276297807951169
frozenset({'Red Onion'}),frozenset({'Banana'}),0.012925649808583519,0.1486903082812815,0.0030324400564174896,0.23460639127045985,1.5778189848570936,1.0,0.0011105212016433192,1.1122508497709938,0.37100927171971376,0.019122037989962516,0.10092224231081104,0.1275003634650287
frozenset({'Organic Bartlett Pear'}),frozenset({'Organic Strawberries'}),0.012391698569413662,0.08198670159177916,0.002901470884545638,0.23414634146341465,2.85590634721781,1.0,0.0018855163917198433,1.1986797845457662,0.6580022272093576,0.03171806167400881,0.16574884060554573,0.13476793603030648
frozenset({'Organic Black Beans'}),frozenset({'Bag of Organic Bananas'}),0.011928269192020955,0.11955470481563571,0.0027906508160386863,0.23395270270270271,1.9568673860512573,1.0,0.0013645701138251796,1.1493354239231395,0.4948822566394028,0.021684671989979646,0.12993197704930912,0.12864737182830424
frozenset({'Organic Garnet Sweet Potato (Yam)'}),frozenset({'Bag of Organic Bananas'}),0.01681442675800927,0.11955470481563571,0.003929075156155551,0.23367285799880164,1.9545266609051193,1.0,0.0019188313284576259,1.1489157135752182,0.4967192224797945,0.029666818804199,0.12961413253877369,0.1332685516925836
frozenset({'Organic Small Bunch Celery'}),frozenset({'Bag of Organic Bananas'}),0.021902075357646586,0.11955470481563571,0.0051178722546846665,0.23367065317387303,1.9545082189296905,1.0,0.00249937610045142,1.1489124080016855,0.49929800853565814,0.03753787039089632,0.12961162832307663,0.13823921973600536
frozenset({'Organic Broccoli'}),frozenset({'Bag of Organic Bananas'}),0.011908120088656054,0.11955470481563571,0.002780576264356236,0.233502538071066,1.9531020417067506,1.0,0.0013569044822478197,1.1486604182206608,0.4938751056169136,0.021608079542785562,0.129420685054112,0.12838015586455465
frozenset({'Organic Grade A Free Range Large Brown Eggs'}),frozenset({'Bag of Organic Bananas'}),0.012482369534555712,0.11955470481563571,0.0029115454362280877,0.23325262308313155,1.951011659832446,1.0,0.0014192194311245954,1.1482860218246604,0.4936067827284662,0.022548178200827027,0.12913683438297846,0.12880293579369353
frozenset({'Organic Lacinato (Dinosaur) Kale'}),frozenset({'Bag of Organic Bananas'}),0.013419302841023575,0.11955470481563571,0.0031130364698770904,0.23198198198198197,1.9403835452541949,1.0,0.0015086956798868953,1.146386249448263,0.49122993473310683,0.023972071373157485,0.12769365431477955,0.12901028820174348
frozenset({'Organic Strawberries'}),frozenset({'Bag of Organic Bananas'}),0.08198670159177916,0.11955470481563571,0.018889784404593997,0.23040058982550998,1.9271561933159282,1.0,0.00908788849698123,1.144030626251055,0.5240672446463716,0.10341974627688914,0.12589752664492718,0.19420088478382602
frozenset({'Frozen Organic Wild Blueberries'}),frozenset({'Organic Baby Spinach'}),0.009359258512996172,0.07532742292967963,0.002155954060044328,0.23035522066738426,3.0580525883970258,1.0,0.0014509452357276608,1.2014277260116468,0.6793527430763365,0.026123046875,0.167656964834932,0.12948816269426455
"frozenset({""Organic D'Anjou Pears""})",frozenset({'Banana'}),0.015817046141446706,0.1486903082812815,0.0036268386056820473,0.22929936305732485,1.5421271615333059,1.0,0.0012749971388110828,1.1045919140482545,0.35719481125100944,0.022543678376855156,0.09468828507437857,0.1268456297636377
frozenset({'Garlic'}),frozenset({'Banana'}),0.011253274229296796,0.1486903082812815,0.0025790852307072333,0.22918531781557744,1.5413601630445297,1.0,0.0009058324163792925,1.1044284850752712,0.35521975109024584,0.01638924455825864,0.09455432061601893,0.12326533320821557
frozenset({'Organic Blueberries'}),frozenset({'Organic Strawberries'}),0.031442675800926856,0.08198670159177916,0.007203304452951843,0.22909323934636336,2.7942731552617386,1.0,0.004625423174814198,1.1908227366301154,0.6629707554119084,0.06781107738998483,0.16024445180658928,0.15847633213324558
frozenset({'Organic Russet Potato'}),frozenset({'Bag of Organic Bananas'}),0.009873060648801129,0.11955470481563571,0.0022466250251863794,0.22755102040816327,1.9033213352754939,1.0,0.0010662541736920917,1.1398102896706432,0.4793351474965825,0.017664765525982257,0.1226610173093301,0.12317131369274768
"frozenset({'Organic Strawberries', 'Bag of Organic Bananas'})",frozenset({'Organic Hass Avocado'}),0.018889784404593997,0.0659983880717308,0.004291759016723756,0.22719999999999999,3.4425083193405586,1.0,0.003045063694998033,1.2085942183336817,0.7231747521634401,0.053250000000000006,0.172592434391483,0.14611411998168217
frozenset({'Michigan Organic Kale'}),frozenset({'Banana'}),0.021116260326415476,0.1486903082812815,0.004795486600846262,0.22709923664122136,1.5273304579583733,1.0,0.0016557033431637514,1.1014476011373049,0.35271077678941143,0.029061603272483055,0.09210388313756798,0.12967537209796687
frozenset({'Asparagus'}),frozenset({'Banana'}),0.02023977433004231,0.1486903082812815,0.00459399556719726,0.22697859631657544,1.526519104978879,1.0,0.0015845372825197008,1.1012757055137834,0.3520400593003419,0.02795487984306032,0.09196217169481162,0.12893749925592307
frozenset({'Organic Whole Strawberries'}),frozenset({'Banana'}),0.010044328027402781,0.1486903082812815,0.0022768486802337297,0.22668004012036108,1.5245111987497146,1.0,0.0007833544493608942,1.100850535205658,0.3475428818038352,0.014552479072762393,0.09161146947784098,0.12099636534102613
frozenset({'Organic Gala Apples'}),frozenset({'Banana'}),0.023584525488615758,0.1486903082812815,0.00533951239169857,0.22639897479709525,1.5226209254258198,1.0,0.0018327220261285517,1.1004505733371177,0.35152834296369245,0.031985515992758,0.09128131310114287,0.1311546334111501
frozenset({'Organic Whole Milk'}),frozenset({'Banana'}),0.041839613137215396,0.1486903082812815,0.009470078581503123,0.22634240308210932,1.5222404586984328,1.0,0.0032489336057610107,1.1003701057291746,0.358054422018291,0.0523035833518807,0.09121486053336848,0.14501617748793452
frozenset({'Shredded Parmesan'}),frozenset({'Banana'}),0.011404392504533548,0.1486903082812815,0.0025790852307072333,0.22614840989399293,1.520935779258604,1.0,0.0008833625934474042,1.1000942591616318,0.3464612228415946,0.01637352094659418,0.09098698436796887,0.12174687924742332
frozenset({'Organic Baby Broccoli'}),frozenset({'Bag of Organic Bananas'}),0.010316340922828933,0.11955470481563571,0.00232722143864598,0.2255859375,1.8868846512387292,1.0,0.001093854344839704,1.1369180104272245,0.47492538949845836,0.01824644549763033,0.12042909793976633,0.12252584142211595
"frozenset({'Organic Strawberries', 'Organic Raspberries'})",frozenset({'Organic Hass Avocado'}),0.010114849889179931,0.0659983880717308,0.0022768486802337297,0.22509960159362552,3.4106833237953396,1.0,0.0016092848919603293,1.2053182755475351,0.7140258857843624,0.030836403329240005,0.17034361770899556,0.12979907571667232
frozenset({'Whipped Cream Cheese'}),frozenset({'Organic Strawberries'}),0.009409631271408422,0.08198670159177916,0.0021156558533145277,0.22483940042826556,2.742388656489265,1.0,0.001344191222176892,1.1842878739133678,0.6413896242141061,0.023696682464454978,0.15561070747470027,0.12532213324436134
"frozenset({'Bag of Organic Bananas', 'Organic Hass Avocado'})",frozenset({'Organic Strawberries'}),0.019101349989925447,0.08198670159177916,0.004291759016723756,0.2246835443037975,2.7404876637496853,1.0,0.0027257023350996043,1.1840498052938686,0.6474689722493375,0.044338051623646964,0.1554409320207517,0.1385152791560767
frozenset({'Feta Cheese Crumbles'}),frozenset({'Organic Baby Spinach'}),0.009822687890388877,0.07532742292967963,0.0022063268184565788,0.22461538461538463,2.9818540961512743,1.0,0.0014664090534310132,1.1925340775708497,0.6712314829462264,0.026600267217296244,0.1614495394236741,0.12695260336827813
frozenset({'Organic Baby Carrots'}),frozenset({'Banana'}),0.02375579286721741,0.1486903082812815,0.005329437840016119,0.22434266327396096,1.5087914327917449,1.0,0.0017971816751232946,1.0975332165515244,0.345423683171574,0.03189052326983362,0.08886584486069235,0.13009260001559692
frozenset({'Limes'}),frozenset({'Banana'}),0.04349183961313721,0.1486903082812815,0.009742091476929277,0.22399814686124625,1.5064744262786978,1.0,0.0032752764371318547,1.0970459519849873,0.3514852284799281,0.05339886244408858,0.08846115498570789,0.14475874549512613
frozenset({'Unsweetened Almondmilk'}),frozenset({'Bag of Organic Bananas'}),0.015343542212371549,0.11955470481563571,0.0034152730203505944,0.22258699934340118,1.8618004175297884,1.0,0.0015808803603242678,1.1325322504778605,0.4700984760046097,0.025975021071182287,0.11702293724698774,0.12557680632039023
"frozenset({'Bag of Organic Bananas', 'Organic Baby Spinach'})",frozenset({'Organic Hass Avocado'}),0.016048760830143057,0.0659983880717308,0.003566391295587346,0.22222222222222224,3.367085601858919,1.0,0.0025071989502491723,1.2008592153363462,0.7144736707383252,0.04544287548138639,0.16726291706067134,0.13812988687053715
frozenset({'Organic Strawberries'}),frozenset({'Banana'}),0.08198670159177916,0.1486903082812815,0.017993149304855936,0.2194642418284591,1.475982156236388,1.0,0.00580252137020886,1.0906735313612927,0.3512857981791415,0.0846004452655014,0.08313535513062391,0.1702375752133013
frozenset({'Organic Broccoli Florets'}),frozenset({'Bag of Organic Bananas'}),0.010628652024984888,0.11955470481563571,0.00232722143864598,0.21895734597156397,1.831440647268681,1.0,0.0010565160832108032,1.1272691582760974,0.4588588100120099,0.018201875344732485,0.11290041720890047,0.11921154565789793
frozenset({'Unsalted Butter'}),frozenset({'Banana'}),0.011273423332661696,0.1486903082812815,0.002468265162200282,0.2189454870420018,1.4724933290730469,1.0,0.0007920163714814227,1.0899491361936453,0.3245384348092259,0.01567197594831446,0.08252599429342965,0.1177727638475813
"frozenset({'Organic Strawberries', 'Organic Baby Spinach'})",frozenset({'Organic Hass Avocado'}),0.011887970985291155,0.0659983880717308,0.002599234334072134,0.21864406779661016,3.312869816744241,1.0,0.001814647411599412,1.1953599805589563,0.7065463092934734,0.034524287434765155,0.1634319232166405,0.12901368402805627
"frozenset({'Banana', 'Organic Hass Avocado'})",frozenset({'Organic Strawberries'}),0.010467459198065686,0.08198670159177916,0.0022869232319161796,0.21847930702598653,2.6648139610960215,1.0,0.0014287307782202443,1.174650020992785,0.6313478904243945,0.02536312849162011,0.1486826015166417,0.12318656921709747
frozenset({'Organic Ginger Root'}),frozenset({'Organic Garlic'}),0.016663308482772518,0.03401168647995164,0.003636913157364497,0.21825876662636032,6.4171697794231415,1.0,0.0030701659335297194,1.2356880669467594,0.8584730639884485,0.07731848361533518,0.1907342744913909,0.16259502312360669
"frozenset({'Banana', 'Limes'})",frozenset({'Organic Avocado'}),0.009742091476929277,0.05419101349989926,0.0021257304049969775,0.21820062047569802,4.026509311845656,1.0,0.0015977965942534497,1.209784775060314,0.759040566546783,0.034392828035859815,0.17340669132644287,0.12871362126220298
"frozenset({'Large Lemon', 'Banana'})",frozenset({'Organic Avocado'}),0.012905500705218618,0.05419101349989926,0.0028107999194035864,0.21779859484777517,4.019090634800179,1.0,0.0021114377564641247,1.2091629857351587,0.7610086954116895,0.04372355430183356,0.17298163126287708,0.13483348593476321
frozenset({'Organic Sticks Low Moisture Part Skim Mozzarella String Cheese'}),frozenset({'Banana'}),0.010427160991335886,0.1486903082812815,0.0022667741285512795,0.21739130434782608,1.4620408475889435,1.0,0.0007163563462509938,1.0877846060850291,0.3193545431407482,0.014451795234119082,0.08070035703204952,0.11631811982077259
frozenset({'Carrots'}),frozenset({'Banana'}),0.022849083215796897,0.1486903082812815,0.004966753979447914,0.21737213403880068,1.4619119198246056,1.0,0.0015693167521464188,1.0877579610242554,0.3233525710993164,0.029817346074755044,0.08067783842429503,0.12538774057451924
frozenset({'Organic Grape Tomatoes'}),frozenset({'Banana'}),0.025871448720531938,0.1486903082812815,0.005611525287124723,0.21690031152647976,1.4587387304098096,1.0,0.001764691601185464,1.0871025799769614,0.32282831691752767,0.03321407274895647,0.08012360708297393,0.12731999789346551
frozenset({'Organic Garnet Sweet Potato (Yam)'}),frozenset({'Banana'}),0.01681442675800927,0.1486903082812815,0.0036469877090469474,0.21689634511683642,1.458712054766392,1.0,0.0011468454108255204,1.0870970738167873,0.31984169924192,0.02253205527200299,0.08011894789762466,0.12071187606136556
frozenset({'Organic Baby Spinach'}),frozenset({'Banana'}),0.07532742292967963,0.1486903082812815,0.01628047551883941,0.21612946368864516,1.4535544796893365,1.0,0.005080017781390875,1.0860335377889196,0.3374505721793429,0.0783705140640155,0.0792181224569522,0.16281098836576713
frozenset({'Apple Honeycrisp Organic'}),frozenset({'Banana'}),0.026445698166431594,0.1486903082812815,0.005712270803949224,0.216,1.4526837861643742,1.0,0.00178005179086879,1.0858541986208143,0.32008378223517664,0.03371588273770589,0.07906604655566205,0.12720861847008605
frozenset({'Organic Blueberries'}),frozenset({'Bag of Organic Bananas'}),0.031442675800926856,0.11955470481563571,0.006790247833971389,0.21595642422300548,1.8063398220591154,1.0,0.0030311280099778464,1.1229545428158565,0.4608857945945787,0.04708676819896605,0.10949200357437694,0.13637629081715708
frozenset({'Raspberries'}),frozenset({'Strawberries'}),0.017932701994761234,0.044207132782591176,0.0038585532943784004,0.2151685393258427,4.867281042270544,1.0,0.003065799956145353,1.2178319997473068,0.8090550274221078,0.0662057044079516,0.17886867793957276,0.1512260198908156
frozenset({'Organic Yellow Onion'}),frozenset({'Bag of Organic Bananas'}),0.03471690509772315,0.11955470481563571,0.007465242796695547,0.21503192106790484,1.798606933951313,1.0,0.003314673455624817,1.1216319730888427,0.45998335112111477,0.05085094702168542,0.10844196314579238,0.13873699365099967
frozenset({'Organic Zucchini'}),frozenset({'Bag of Organic Bananas'}),0.032681845657868226,0.11955470481563571,0.007011887970985291,0.21454993834771885,1.7945754512846188,1.0,0.0031046195605286897,1.1209436960667496,0.45772441901445543,0.04828303850156087,0.10789453251856067,0.13659998813400098
frozenset({'Organic Ginger Root'}),frozenset({'Bag of Organic Bananas'}),0.016663308482772518,0.11955470481563571,0.003566391295587346,0.21402660217654168,1.790198072979146,1.0,0.0015742143686775993,1.1201973217191834,0.4488824608008375,0.026885395306447936,0.10730013310040308,0.12192861245592905
frozenset({'Organic Cucumber'}),frozenset({'Organic Hass Avocado'}),0.02473302438041507,0.0659983880717308,0.005289139633286318,0.21384928716904275,3.240219851076047,1.0,0.003656799892040105,1.1880694079191196,0.7089125168170671,0.061903077467279806,0.158298333974039,0.14699486187180577
frozenset({'Half & Half'}),frozenset({'Banana'}),0.021277453153334677,0.1486903082812815,0.004533548257102559,0.21306818181818182,1.4329661716425723,1.0,0.0013697971882927007,1.0818087057219816,0.3087154993755232,0.027403933986967905,0.07562215509014955,0.12177902620281
frozenset({'Organic Baby Spinach'}),frozenset({'Bag of Organic Bananas'}),0.07532742292967963,0.11955470481563571,0.016048760830143057,0.21305336364852212,1.7820575440930568,1.0,0.007043013017262661,1.1188119429118784,0.47460139253235606,0.0897414230184215,0.10619473957585053,0.173645582978723
frozenset({'Grated Parmesan'}),frozenset({'Banana'}),0.01456780173282289,0.1486903082812815,0.0030928873665121903,0.21230982019363762,1.4278658955498658,1.0,0.0009267964358781683,1.0807671766683644,0.3040839527311326,0.0193106051075607,0.07473133752760877,0.11655534373053383
frozenset({'Organic Garnet Sweet Potato (Yam)'}),frozenset({'Organic Baby Spinach'}),0.01681442675800927,0.07532742292967963,0.0035563167439048964,0.2115038945476333,2.8077941116488003,1.0,0.00228972930818421,1.1727040510109155,0.6548596192184744,0.040145570340043214,0.14726993640214506,0.12935767149476088
"frozenset({'Organic Strawberries', 'Organic Hass Avocado'})",frozenset({'Organic Baby Spinach'}),0.01231110215595406,0.07532742292967963,0.002599234334072134,0.21112929623567922,2.802821177524879,1.0,0.0016718707352400917,1.172147187945987,0.6512340334415496,0.03056509892192868,0.14686482185539282,0.12281755703852973
frozenset({'Organic Garnet Sweet Potato (Yam)'}),frozenset({'Organic Hass Avocado'}),0.01681442675800927,0.0659983880717308,0.003546242192222446,0.2109047333732774,3.1956043099727545,1.0,0.002436517129843656,1.183636059459591,0.6988204074798253,0.044738179969496694,0.15514571222461157,0.1323184939954465
frozenset({'Uncured Genoa Salami'}),frozenset({'Banana'}),0.01303646987709047,0.1486903082812815,0.002740278057626436,0.21020092735703247,1.4136827731864654,1.0,0.000801881332702214,1.0778813513542287,0.296492945932022,0.017235916608579937,0.07225410408704089,0.11431518012271977
frozenset({'Sparkling Water Grapefruit'}),frozenset({'Banana'}),0.023211767076365103,0.1486903082812815,0.004866008462623413,0.20963541666666666,1.4098794944327753,1.0,0.001414643660285386,1.0771101206589386,0.2976279949232269,0.02913148371531966,0.07158982092914086,0.12118060554859181
frozenset({'Organic Red Onion'}),frozenset({'Bag of Organic Bananas'}),0.01987709046947411,0.11955470481563571,0.004160789844851904,0.20932589964521034,1.7508796493455445,1.0,0.0017843901611802413,1.1135375432043273,0.43755585399939084,0.03075891859685708,0.10196112730749118,0.12206414641820641
frozenset({'Organic Reduced Fat 2% Milk'}),frozenset({'Banana'}),0.015061454765262945,0.1486903082812815,0.0031432601249244407,0.20869565217391303,1.4035592136853856,1.0,0.0009037677727129173,1.0758309290950838,0.2919223819021804,0.01957094467444486,0.07048591655462784,0.11491764789060174
frozenset({'Organic Blackberries'}),frozenset({'Organic Strawberries'}),0.019292766471892,0.08198670159177916,0.004019746121297602,0.20835509138381203,2.541327890238042,1.0,0.002437995833686711,1.1596276163929704,0.6184362750834146,0.041330018645121196,0.13765420393271854,0.12869216844934028
frozenset({'Organic Bartlett Pear'}),frozenset({'Banana'}),0.012391698569413662,0.1486903082812815,0.0025790852307072333,0.20813008130081298,1.399755530179463,1.0,0.000736559750292401,1.0750625470369854,0.28917287756299076,0.016271531176507974,0.06982156270243779,0.11273771495083335
frozenset({'Lime Sparkling Water'}),frozenset({'Banana'}),0.013993552286923231,0.1486903082812815,0.002901470884545638,0.20734341252699787,1.3944648775275972,1.0,0.0008207652810527911,1.073995605628792,0.2868936959535171,0.01815889029003783,0.06889749384539601,0.11342846485147914
frozenset({'Organic Granny Smith Apple'}),frozenset({'Banana'}),0.018134193028410236,0.1486903082812815,0.003757807777553899,0.20722222222222222,1.393649825718394,1.0,0.0010614290257273153,1.0738314261343331,0.28767641801489735,0.023044606450018535,0.06875513636262029,0.11624746858790494
frozenset({'Organic Large Extra Fancy Fuji Apple'}),frozenset({'Organic Strawberries'}),0.0231311706629055,0.08198670159177916,0.004785412049163812,0.2068815331010453,2.5233547524710933,1.0,0.0028889636625556623,1.1574731099095414,0.6179971731233947,0.047695551762225126,0.1360490438709615,0.13262484126175392
frozenset({'100% Raw Coconut Water'}),frozenset({'Bag of Organic Bananas'}),0.011736852710054403,0.11955470481563571,0.0024279669554704815,0.20686695278969955,1.7303121036408171,1.0,0.0010247709942553334,1.1100852477162169,0.4270821811103175,0.01884137284027832,0.09916828274467722,0.1135876855462781
frozenset({'Hass Avocados'}),frozenset({'Bag of Organic Bananas'}),0.015696151521257303,0.11955470481563571,0.003244005641748942,0.20667522464698332,1.7287084181730483,1.0,0.0013674568798835338,1.109816965936278,0.42825540867012135,0.02457452491795772,0.09895052004690952,0.11690464695735026
frozenset({'Organic Grade A Free Range Large Brown Eggs'}),frozenset({'Banana'}),0.012482369534555712,0.1486903082812815,0.0025790852307072333,0.2066182405165456,1.3895878144638738,1.0,0.0007230778565332683,1.0730139451062992,0.28390595988359624,0.016262228433490025,0.06804566281668045,0.11198179455869965
frozenset({'Organic Red Bell Pepper'}),frozenset({'Organic Strawberries'}),0.018043522063268185,0.08198670159177916,0.0037275841225065487,0.2065884980457845,2.51978057459137,1.0,0.0022482552634406966,1.157045613968419,0.6142227896159916,0.03870697771733445,0.13572983819521706,0.12602710721900923
frozenset({'Organic Cilantro'}),frozenset({'Bag of Organic Bananas'}),0.021307676808382026,0.11955470481563571,0.004392504533548257,0.20614657210401893,1.7242865717573876,1.0,0.0018450715224151773,1.1090779031059743,0.4291951499720696,0.03218662335744869,0.09835008235264744,0.12144355655002918
frozenset({'Organic Garlic'}),frozenset({'Bag of Organic Bananas'}),0.03401168647995164,0.11955470481563571,0.007001813419302841,0.20586492890995262,1.7219308033708516,1.0,0.0029355562819102744,1.1086845641709862,0.4340182636753223,0.04777288974429474,0.09803019513693197,0.13221534976718663
frozenset({'Organic Lacinato (Dinosaur) Kale'}),frozenset({'Organic Baby Spinach'}),0.013419302841023575,0.07532742292967963,0.002760427160991336,0.2057057057057057,2.730820964069593,1.0,0.0017495856604641017,1.1641435469354127,0.6424307267010412,0.032103104862331575,0.1409994045558366,0.12117570961358576
